/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_13_714.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_13_714.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_13_714.jpg,0,0,0,1.407884E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_13_799.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_13_799.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_13_799.jpg,0,0,0,2.540117E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_13_890.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_13_890.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_13_890.jpg,0,0,0,7.592894E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_13_977.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_13_977.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_13_977.jpg,0,0,0,2.818499E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_14_064.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_14_064.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_14_064.jpg,0,0,0,7.599794E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_14_150.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_14_150.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_14_150.jpg,0,0,0,3.146757E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_14_244.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_14_244.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_14_244.jpg,0,0,0,7.400967E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_14_333.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_14_333.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_14_333.jpg,0,0,0,6.21079E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_14_428.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_14_428.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_14_428.jpg,0,0,0,7.112172E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_06_08_04_44_14_517.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_06_08_04_44_14_517.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_06_08_04_44_14_517.jpg,0,0,0,5.123111E-07
